,text,embeddings,distances
22,"The rupture continued northeast onto the Ekernek segment and to the southwest onto the Amanos segment. The northeastern rupture ceased 55 seconds after initiation while the southwestern rupture ceased near Antakya about 80 seconds later. A Mw 6.8 aftershock occurring 11 minutes later and west of the first M>7 epicenter may have ruptured along the Sakçagöz Fault, the next segment of the DST to the south. Rupture along the EAF during the event occurred at subshear velocity (maximum 3.2 km (2.0 mi) per second). An analysis of near-field seismic data revealed transient supershear rupture episodes throughout the EAF rupture. Supershear rupture occurred along the northernmost section of the Narlı Fault where it meets the EAF. The rupture transitioned onto the EAF and propagated northeast at supershear velocity until its termination near Malatya. Rupture towards the southwest was mostly subshear, but at the southern termination in Hatay, where the fault has multiple branches and kinks, supershear was likely observed. Supershear rupture at the southern termination contributed to the intense ground motion in Antakya.","[-0.01056135 -0.01713209 -0.01119434 ...  0.01047879  0.00016685
 -0.01871458]",0.18120481678987488
138,"A year later and the situation was still described as ""devastating"" by Julien Barnes-Dacey, director of the Middle East & North Africa programme at the European Council. The Human Rights Watch said Syria's humanitarian and economic had deteriorated further; many damaged infrastructure have not been cleared. Furthermore, the number of people who rely on aid had increased, while funding for UN organizations had diminished. The UN deputy regional humanitarian coordinator for the Syria crisis said the relief response following the earthquakes was the most underfunded plan in terms of percentage, with funding at 38 percent, since the crisis began in 2011.","[-0.00877341 -0.00595742  0.0048018  ... -0.00519697 -0.00105102
  0.00131169]",0.18122146964673014
30,"Liquefaction was identified via satellite and remote sensing along the southern portion of the Mw 7.8 rupture on the East Anatolian Fault from Antakya to Golbasi. Liquefaction and lateral spreading were observed at and near coastal areas, fluvial valleys and drained lake or swamp areas, covered by Holocene sediments. These effects were widespread in the Amik Valley and Orontes River plain, north of Antakya, Hatay Province. Limited observations were made in high-elevation areas due to snow cover and lack of satellite observations. Liquefaction was also observed in Samandağ. At Lake Gölbaşı, Adıyaman Province, lateral spreading occurred along the northern, eastern and southern coast. Parts of the lakeshore were also submerged. Gölbaşı was also damaged by liquefaction and lateral spreading.","[-0.01253299 -0.01264293  0.01857961 ...  0.00210944 -0.00865079
 -0.01497912]",0.18125819222155604
40,"In Gaziantep, many of the historical sites were severely damaged, such as Gaziantep Castle, Şirvani Mosque and Liberation Mosque. The city recorded 16,211 collapses and buildings which were severely damaged or required demolition. In the city center, at least 154 people died after a four-story building collapsed; four other collapsed buildings left another 102 dead. In Nizip, at least 51 people were killed when a six-story apartment building collapsed.","[-0.00860019 -0.00284232  0.01652142 ... -0.00081376 -0.00193538
 -0.02287171]",0.18183279149213305
18,"The USGS source model for the Mw 7.7 earthquake which struck nine hours later has three large fault segments with individual lengths, widths, strikes and dips of >70 km (43 mi) × >20 km (12 mi), 276°/80° (Segment 1), >40 km (25 mi) × >20 km (12 mi), 250°/80° (Segment 2) and ~80 km (50 mi) × >20 km (12 mi), 060°/80° (Segment 3). Maximum displacement occurred on Segment 1 at 11.4 m (37 ft).","[-0.00242296 -0.00116256  0.01211313 ... -0.00301336 -0.02025931
 -0.02702568]",0.18238504352669838
172,"Due to below-freezing temperatures in the affected areas in both Turkey and Syria, the mayor of Hatay, Lütfü Savaş, warned about the hypothermia risk. In Adiyaman Province, some residents trapped under rubble died from hypothermia.","[ 0.00636562 -0.01660771 -0.00880101 ...  0.00235813 -0.01166302
 -0.01277826]",0.18262828179934287
164,"The majority of buildings that collapsed in Turkey were constructed before 2000, but some were constructed after that year. Following the 1999 earthquake, building construction followed new regulations and had improved materials. Sukru Ersoy, a geology professor at Yıldız Technical University, said ""corruption is high in the construction sector in Turkey. And therefore, there were abuses"". However, corruption was not always present in local authorities; in Erzin, which has a strict policy against the construction of buildings that violated safety codes in addition to having endured other earthquakes with less damage, became a popular location for survivors elsewhere to take refuge as no collapsed buildings were reported.","[ 0.00931861 -0.02361957 -0.01706524 ... -0.00531207 -0.00828617
 -0.02379276]",0.18322659293620902
7,"The northern part of the DST is subdivided into several segments, although there is some disagreement between scientists as to which faults should be assigned to the DST and which to the EAF, at the northernmost end of the structure. Following the 2013 ""Active Fault Map of Turkey"", seven DST segments are recognized in Turkey and neighbouring parts of Syria; the Afrin, Sermada, Armanaz, Hacıpaşa, Yesemek, Sakçagöz and Narlı segments.","[ 0.0053192  -0.00830495 -0.00534946 ...  0.03451091 -0.00145841
 -0.0105846 ]",0.18521943329474466
177,Lists of 21st-century earthquakes,"[-0.01780421  0.01114286  0.02832426 ... -0.00625855 -0.00630255
 -0.03203404]",0.18534927191742945
5,"Central southern Turkey and northwestern Syria are affected by the interaction between three tectonic plates; the African Plate, Arabian Plate and Anatolian Plate. The boundary between the African and Arabian plates is represented by the Dead Sea Transform (DST)—a major zone of left-lateral strike-slip fault—it accommodates the relative northward movement of Arabia with respect to Africa. The northern end of the DST truncates at the East Anatolian Fault (EAF) another major left-lateral strike-slip fault zone that accommodates the overall westward movement of the Anatolian Plate as it is extruded in that direction by the northward movement of the Arabian Plate. The DST and EAF meet at the Marash Triple Junction. The EAF continues west of the triple junction, forming the boundary between the African and Anatolian plates, linking into the Cyprus arc to the west via the Latakia Ridge.","[-0.00721917 -0.01261497  0.02190738 ...  0.01480301 -0.01803104
 -0.03870933]",0.18590777754387078
81,"In Ashdod, Israel, a building was evacuated after cracks were observed in a pillar, and Champion Motors Tower in Bnei Brak was slightly damaged by the second earthquake. In Nicosia, Cyprus, some windows cracked, and the wall of a house collapsed, damaging two nearby vehicles. Six Cuvier's beaked whales were found dead along the island's northern coast on 10 February. The Department of Fisheries and Marine Research said there was a possible link between the beaching and earthquake as these whales' echolocation system are affected by sea disturbances.","[-0.02135356 -0.00097387 -0.00349127 ...  0.0090258  -0.02221316
 -0.02293632]",0.18650164228749821
127,"In the first game of the Super Lig after the earthquake between Fenerbahce Istanbul and Konyaspor, fans protested against the Turkish government and shouted demands for its resignation, which was still heard even after the broadcaster of the game BeIN tried to censor the fans' voices. In another football game in Istanbul between Besiktas and Antalyaspor the fans repeated their calls for the government's resignation and threw cuddly toys onto the field.","[ 0.00474793 -0.02889455 -0.01405387 ... -0.00212131  0.0067285
 -0.018015  ]",0.1869667611972453
32,"Both earthquakes caused shaking levels (≥0.12 g) sufficient for landslide-triggering across a 90,000 km2 (35,000 sq mi) area. About 3,673 earthquake-triggered landslides were identified using satellite imagery, aerial photos, and one field survey of the area. Landslides mainly occurred in the northern region of the affected area. Rockslides were the most commonly observed; there were also many bedrock rotational landslides, translational slides and lateral spreads. Surface ruptures propagating through hillsides also triggered landslides. These landslides blocked roads and river channels, destroyed or seriously damaged buildings and caused many deaths.","[-0.00669013 -0.00510702  0.01667895 ... -0.00276382 -0.02184559
 -0.02946306]",0.18729802049785638
119,"Before the earthquake, the government had planned the elections to be held on 14 May 2023, a month earlier than its latest possible date as a snap election. After the earthquake, doubts arose if elections could be held on schedule. On 13 February, Bülent Arınç of the AKP demanded the elections be postponed despite the constitution disallowing such a possibility in the absence of war. Arınç's declaration has been criticized by media outlets and politicians. However, the possibility of this passing through amending the constitution was uncertain, as the governing coalition, with its 333 seats in parliament, could not surpass the 400-number hurdle needed for the motion to succeed. On 18 February, AKP authorities stated that the elections would not be delayed.","[-0.01763863 -0.02593377 -0.02189759 ...  0.00778406 -0.00926487
 -0.01083085]",0.18892341186239436
103,"President of the Turkish Red Crescent, Kerem Kınık, said the national blood stock may not be sufficient and made an appeal on social media urging people to donate blood across the country. On 7 February, many search and rescue teams from various cities, many from Istanbul, and AFAD volunteers reached the affected areas. At Istanbul, 12,752 volunteers were flown on 73 flights to the region by 06:00. By 11 February, there were over 159,000 volunteer and professional search and rescue personnel in the affected area.","[-0.01208975 -0.0374571  -0.01564012 ... -0.0167092  -0.00478443
 -0.01224813]",0.18917363273037102
56,"Hundreds were killed in the town of Atarib. In Jindires, over 1,100 people were killed and at least 250 buildings were razed; among the deaths were a family of 7—the only survivor was a newborn. In Jableh, at least 283 people died, 173 were injured and 19 buildings collapsed. Four bodies were recovered and 15 bodies were in the process of recovery during debris clearance on 10 February. On 11 February, six bodies were retrieved from the rubble of a collapsed house along al-Maliyeh Street. Civilians were stuck under the rubble for hours due to the lack of rescue teams in several villages such as Atarib, Besnia, Jindires, Maland, Salqin and Sarmada. In Latakia Governorate, 142,000 people were affected; at least 805 people died and 1,131 others were injured. The region's governor said 105 buildings were destroyed, 247 were at risk of collapse and 900 others were severely damaged. At Tishreen University, 10 students, 3 employees and a professor died. At least 48 people were killed in Hama, of which 43 were from the collapse of an eight-story building.","[-0.0195237   0.01689053 -0.00730604 ... -0.01402541 -0.01403906
 -0.03132524]",0.1907138473649097
34,"Despite an epicenter 90 km (56 mi) inland, a tsunami was recorded in the Mediterranean Sea. It was the first recorded tsunami in the eastern Mediterranean Sea region since the one produced by the 1953 ML  6.2 earthquake in Cyprus. The largest wave measured 40 cm (16 in) along the Mediterranean coast of Turkey. Although no underwater surveys results have been made available to identify the sources of these tsunamis, they were likely produced by landsliding at Iskenderun Port and liquefaction on the coastal flatlands of Antakya.","[-0.00237919 -0.01769738  0.00858015 ... -0.00751254  0.00846226
 -0.01266063]",0.1913188546999285
160,"On 11 February, the justice ministry announced the plan to establish the ""Earthquake Crimes Investigation"" bureaus. The bureaus aim to hold contractors and other responsible for construction, gathering evidence, recommendation experts; including architects geologists and engineers; and inspecting building permits and occupation permits. Vice President Fuat Oktay said 131 individuals linked to the collapse of buildings were identified.","[-0.00150503 -0.00769198 -0.00840657 ...  0.00026776 -0.01835019
 -0.02381075]",0.1915842681713935
117,"On 9 February, three inmates were killed and 12 more injured after soldiers opened fire during a prison riot in Hatay. The prisoners were demanding to see their families affected by the earthquake.","[-0.01625857 -0.01499577 -0.00648501 ...  0.01046416  0.0157061
  0.0012776 ]",0.19188136477044504
60,"In Damascus, many people fled from their homes onto the streets. In the northern parts of the city, many buildings were cracked. Many buildings in Syria had already been damaged by an almost 12-year-long civil war. The Crusader-built castle Margat suffered damage, with part of a tower and parts of some walls collapsing. Cracks also opened up in the walls of the Krak des Chevaliers castle. The Citadel of Aleppo was also affected. In addition, one of the towers of Sahyun Castle near Latakia was destroyed. The minaret of the Grand Mosque in Kobanî was also damaged.","[ 0.00099624  0.00336625 -0.00421336 ...  0.01002206  0.00623481
 -0.00943573]",0.19213987119903397
33,"One of the largest landslides occurred near Tepehan village, Hatay Province; a translational slide which detached a block 1.3 km2 (0.50 sq mi). This landslide occurred in a region comprising marl and clay-rich limestone. It produced a 20 m (66 ft) vertical displacement along its scarp. ITV News reported the landslide scarp was up to 1,000 ft (300 m) long and ""wider than a football pitch"" in some areas.","[-0.00362987 -0.00560768  0.00813064 ...  0.00812399 -0.01677983
 -0.03105998]",0.19233891866020603
194,The International Seismological Centre has a bibliography and/or authoritative data for this event. – Mw  7.8 at 01:17 UTC,"[-0.00455719 -0.00962955  0.00212999 ...  0.00224557 -0.01049475
 -0.04150348]",0.19264036113703809
132,"Due to the high number of casualties, including trauma cases, many hospitals became overcrowded. Hospitals were already experiencing a shortage of medical supplies prior to the earthquake. Hospitals in many cities were forced to operate far beyond capacity. Many patients at hospitals slept on floors due to the lack of beds. The Ministry of Health dispatched medical convoys from the Health Directorates of Damascus, Rif Dimashq Governorate, Quneitra, Homs, and Tartus, to Aleppo and Latakia to rebel-held areas. Twenty-eight ambulances, seven mobile clinics, and four trucks carrying medical, surgical and emergency aid were also dispatched. Local charities across the country, which typically distribute food during the month of Ramadan, have been exhausted to their fullest capacity. One of these charities, Saed Initiative, planned to establish a charity kitchen to provide free meals for the rest of the year. Between 2,500 and 4,000 meals were distributed every day in Aleppo, and the charity plans to distribute up to 40,000 meals every day. Another charity in the city, the al-Bir and al-Ihsan charity, provided 1,500 meals every day.","[ 0.00414154 -0.00016615 -0.0036721  ...  0.0013753  -0.01003567
 -0.02812491]",0.19267331734418602
6,"The 700 km-long (430 mi) EAF is subdivided into seven segments, from the northeast; the Karlıova, Ilıca, Palu, Pütürge, Erkenek, Pazarcık and Amanos segments. The Amanos segment is also considered part of the DST by some geologists, or a transitional structure between the EAF and DST by others. A northern strand to the EAF has also been recognized, including the Sürgü, Çardak, Savrun, Çokak, Toprakkale, Yumurtalık, Karataş, Yakapınar and Düziçi–İskenderun segments. The estimated slip rate on the main strand of the EAF system decreases south-westwards from 10 mm (0.39 in) per year on the Karlıova segment down to 2.9 mm (0.11 in) per year on the Amanos segment. On the northern strand, a slip rate of 2.5 mm (0.098 in) per year was estimated on the Çardak segment. The Sürgü-Çardak Fault is an east–west striking 160 km (99 mi) long fault that runs north of the EAF. It branches away from the EAF west of Çelikhan and extends westwards to Göksun. Comprising two segments; the Sürgü Fault runs 70 km (43 mi) between Çelikhan and Nurhak; the Çardak Fault runs 90 km (56 mi) between Nurhak and Göksun. Seismicity on the fault is low—the only associated earthquake was a M 6.8 event in 1544.","[-0.00234783 -0.00683814 -0.0051885  ...  0.02711983 -0.00733098
 -0.03490942]",0.19293906333534994
92,"Mosques in Turkey were used as shelters for people unable to return to their homes amid freezing temperatures. In Gaziantep, people sought refuge in shopping malls, stadiums, community centers, and mosques. Nearly 250,000 displaced persons resided in schools across Malatya Province. At least 24 mobile kitchens from vocational schools in the province were distributed across the affected areas.","[-0.00776076 -0.02533855 -0.00863633 ...  0.00202642 -0.00479244
 -0.01970039]",0.19300837671763482
61,"	Destruction in Aleppo, Syria","[-0.01047546  0.00138944 -0.02409879 ... -0.00960686  0.00827457
  0.00033389]",0.1931405389633164
102,"AFAD announced on 19 February that search and rescue efforts in most of the affected provinces had ceased. The chairperson of AFAD, Yunus Sezer, said efforts would largely be discontinued by the night of 19 February. Operations were still ongoing for 40 buildings in Kahramanmaraş and Hatay provinces by 19 February.","[-0.02150963 -0.01779506 -0.02521079 ...  0.01212934  0.00701343
 -0.00726822]",0.19349468056055963
195,The International Seismological Centre has a bibliography and/or authoritative data for this event. – Mw  7.7 at 10:24 UTC,"[-0.00477397 -0.01684542  0.00392512 ...  0.00214845 -0.01223925
 -0.04406131]",0.19414706174342933
124,"On 6 February, it was announced the 2023 ISF World School Winter Games, which were due to be held in Erzurum, were canceled due to the 'force majeure' situation in the country. On 10 February, it was announced the 2023 Men's EuroHockey Indoor Club Cup was canceled due to the impact of the earthquake. The tournament was intended to be held from 17 to 19 February in Alanya. In an official statement, Minister of Youth and Sports Mehmet Kasapoğlu announced that every national championship would be suspended with immediate effect, until further communications.","[-0.014542   -0.02136647 -0.01478192 ... -0.01430207  0.01487522
 -0.03268284]",0.19427420031756437
93,"Several Turkish humanitarian institutions such as Ahbap from Haluk Levent, the Turkish Philanthropy Funds (US-based), and Turkish Red Crescent (besides other IFRC members around the world) also launched emergency appeals to help the victims.","[-0.00568301 -0.02845103 -0.01031906 ... -0.01358426 -0.00585641
 -0.01600534]",0.19428735160060295
25,"The extent of surface ruptures associated with the M7.8 and M7.7 earthquakes have been mapped using a mixture of satellite imagery and ground observations. Pixel matching on images captured by Sentinel-1 before and after the earthquakes showed sharp discontinuities in displacement, revealing two separate zones of surface rupture. The longer of the pair, produced by the first earthquake, measured 320 km (200 mi) while the second earthquake produced 150 km (93 mi) of surface rupture. These observations were backed up with direct imaging of the ruptures using other satellite data, such as from the DigitalGlobe's WorldView-1, 2 & 3 and GeoEye-1, and by field work. Remote sensing using satellite imagery indicated 30 km (19 mi) of surface rupture with large normal faulting component.","[-0.00157134 -0.0042693   0.021726   ... -0.00852505 -0.02791988
 -0.02531764]",0.19446338986297962
159,"On 9 February, minister of justice, Bekir Bozdağ, said a judicial investigation into the collapse of buildings was opened. The probe attempts to hold accountable those who constructed the buildings or bore any responsibility for their collapse in the 10 hardest-hit provinces. Bozdağ said: ""Those who have negligence, faults and those responsible for the destructions after the earthquake will be identified and held accountable before the judiciary"". Nearly 150 local prosecutors were authorized to establish units to investigate contractors, surveyors and other experts linked to the collapsed buildings.","[-0.01596553 -0.02979342 -0.00881778 ... -0.00346365 -0.01054126
 -0.01536432]",0.19452734460262855
137,President al-Assad met UN relief chief Martin Griffiths on 21 March to discuss post-earthquake recovery and aid.,"[-0.01745957  0.00367085 -0.0020262  ... -0.02176197 -0.0003499
 -0.001083  ]",0.1956209888258389
52,"The dead included member of the Grand National Assembly of Turkey for Adıyaman Yakup Taş, Yeni Malatyaspor goalkeeper Ahmet Eyüp Türkaslan, former Turkish national handball team player Cemal Kütahya and his five-year-old son, and Saul Cenudioğlu, leader of the Jewish community in Antakya, who died along with his wife. Former MP for Kahramanmaraş Sıtkı Güvenç died from earthquake injuries on 9 February. Three Turkish soldiers died during rescue operations. Twenty-six local journalists, four doctors, 120 police officers and 32 gendarmeries were among the dead.","[-0.00745     0.00857738  0.00380411 ...  0.00999486 -0.00613801
 -0.00210314]",0.19563845654661183
163,"The owner of Rönesans Rezidans which collapsed in Hatay Province was arrested in Istanbul while attempting to leave Turkey for Montenegro. In Gaziantep Province, two people were arrested after being suspected of cutting-down columns to make extra space in a building that collapsed. Bekir Bozdağ said 163 people were being investigated for their alleged involvement. Eight people were arrested and awaiting trial while 48 were held in police detention; another seven were prohibited from leaving Turkey. Officials detained two people at Istanbul Airport attempting to flee to Georgia. Among those arrested were a man and his wife who constructed several buildings in Adiyaman which collapsed. A contractor involved in developing the Bahar Apartments in Gaziantep was detained in Istanbul after his inspections were deemed negligent. The owner of a construction company which built several buildings in Adana was apprehended in Northern Cyprus.","[ 0.00542353 -0.00108865  0.00756485 ...  0.01518452 -0.00461497
 -0.01706203]",0.19658119835676557
157,"The Committee to Protect Journalists (CPJ) issued a statement critical of fines and penalties issued to Halk TV, Tele1, and Fox over their coverage of the earthquake by the Radio and Television Supreme Council. In addition to the fines, both Halk TV and TELE1 were required to suspend airing of the shows that had criticized the government for five days. The CPJ's statement said that Turkey officials should revoke both the fine and penalties along with refraining from silencing the media for its earthquake coverage.","[-0.00383216 -0.0095905   0.01256733 ...  0.02455546 -0.00957703
 -0.00374124]",0.1978083908074515
133,"Over 2,000 Syria Civil Defense (White Helmets) volunteers were sent to all the affected areas to conduct search and rescue efforts. With a lack of equipment and tools, they appealed to other humanitarian organizations for support. Officials on 7 February announced rescue and recovery efforts in Hama ended after 15 hours. Over 298,000 people were left without homes and 180 shelters were opened in government-held areas. About 30,000 people were housed in shelters in Aleppo. As of 10 February, no international rescue workers had arrived in rebel-held Jinderis despite official calls for help.","[-0.00951439 -0.01325676 -0.02931861 ... -0.00313887 -0.01312864
  0.00679696]",0.19803412803677545
134,"United States sanctions against Syria relating to the blocking of banks and payment processors led to the banning of international charities and families attempting to send money to people affected in Syria. On 7 February 2023, the Syrian Arab Red Crescent urged Western countries to lift sanctions against Syria, saying the measures hurt civilians and humanitarian efforts during the earthquake recovery effort. The sanctions are a series of economic measures taken by the European Union, the United States, Canada, Australia, Switzerland, and the Arab League against the Assad regime from the start of the civil war in 2011. They include an oil embargo and the freezing of financial assets of the state and government officials. There were requests to lift or suspend the sanctions to aid humanitarian efforts following the earthquake.","[-0.00698639 -0.02136222 -0.00134941 ... -0.00264005  0.00124277
 -0.0126158 ]",0.19820700681177272
182,"Govers, Rob (14 February 2023). ""The science behind an earthquake"". Utrecht: Utrecht University – via YouTube. ORCID 0000-0001-7148-8857","[ 0.00221616 -0.02730876  0.01943945 ...  0.00556129  0.00327164
 -0.01248534]",0.19834428101461632
135,"On 10 February, the United States announced it would exempt sanctions against Syria for 180 days. The ease of sanctions was for ""all transactions related to earthquake relief efforts"", according to the United States Department of the Treasury. The Syrian Foreign Ministry responded in a statement that the US' decision was ""misleading and aims to give a false humanitarian impression"" and that ""the facts on the ground proved its falsehood."" Some commentators have argued that the sanctions do not pose a problem for the delivery of humanitarian aid to Syria.","[-0.01345839 -0.0157268  -0.01338564 ...  0.00113421  0.00797583
 -0.02289579]",0.1986077540223845
96,"The national government declared a level four alert to appeal for international aid. According to the Disaster and Emergency Management Presidency, 25,000 search and rescue personnel were dispatched to the 10 affected provinces. At least 70 countries offered to help in search and rescue operations.","[-0.01113712 -0.01955433 -0.00136738 ... -0.00503382 -0.03514762
 -0.02179892]",0.20022026531377302
174,"On 18 February, Turkey's Health Minister Fahrettin Koca said there was an increase in intestinal and upper respiratory infection cases but ""numbers did not pose a serious threat to public health."" At a stadium serving as shelter in Kahramanmaraş, a clinic managed by 15 to 30 medics attended up to 10,000 patients in the day. The clinic provided tetanus shots and sanitary items to residents. Many people at the stadium were unable to shower and the six toilets were unable to accommodate to the large number of people. In Antakya, residents said more portable toilets were needed.","[ 0.01120407  0.0020747   0.00359569 ... -0.01434176 -0.00189526
 -0.0136445 ]",0.20044427148207755
111,"The Kurdistan Workers' Party (PKK) declared a ceasefire in its conflict with Turkey. Co-founder of the PKK, Cemîl Bayik, said ""thousands of our people are under the rubble"" and pushed for the focus on recovery efforts. He requested for all groups engaged to stop military actions and added that the PKK would not be engaged ""as long as the Turkish state does not attack"".","[-0.02249346 -0.03146143  0.01613167 ...  0.01154744  0.00230882
 -0.0186844 ]",0.20118795161514436
128,"President Bashar al-Assad held an emergency meeting with his cabinet to organize a rescue plan for the affected regions. He identified Aleppo, Hama and Latakia governates as the most affected. Following orders from President al-Assad, all teams of the civil defense, firefighting, health, and public construction groups were mobilized to the affected governates. He also added that medical services, food and shelter were urgently needed. The Ministry of Internal Trade and Consumer Protection was ordered by President al-Assad to supply food and organize teams to distribute them. Technical teams were also on site to evaluate building conditions and evacuate residents in at-risk structures. The Ministry of Water Resources was tasked with rapidly assessing damage to dams, reservoirs and water stations, and ensuring people have access to water.","[-0.00388716 -0.00494605 -0.02057666 ... -0.00817738 -0.01487914
 -0.00460789]",0.20142358533107252
116,"German and Austrian rescuers deployed to Hatay suspended operations, citing a worsening security situation due to the slow arrival of aid or sporadic clashes between armed groups. The teams later resumed operations when the Turkish Land Forces provided protection. On 12 February, rescuers from the Israeli search-and-rescue group United Hatzalah left Turkey, citing ""intelligence of a concrete and immediate threat on the Israeli delegation"".","[-0.02145519 -0.02504217 -0.01298779 ...  0.00700727  0.01030089
 -0.00121927]",0.20175378672562072
153,"Another criticism was the late deployment of military resources. They were not mobilized for two days after the earthquake, and even then in what many considered in very modest amounts. There were many instances where aid was forced to go through local governors, who were not elected but appointed by the government. In some instances, aid was held by the ruling party with the explanation that it would be managed by AFAD. There were reports of aid trucks stopped and not let through unless ruling party placards and signs were placed on them, including stickers of the president placed on individual aid packages. On 16 February the district governor of Pazarcik accompanied by the gendarmerie seized aid stored in a distribution center established jointly by the HDP and the Hasankoca Neighborhood Assistance and Solidarity Association in presence of the head of the Diyarbakır Chamber of Industry arguing they could not distribute aid independently.","[-0.01110356 -0.01490447 -0.00766302 ... -0.00500782 -0.01491807
  0.00234242]",0.20232239722937317
166,"In mid-April 2024, trials began for eight defendants; four from the construction contractor and four from a private inspector involved with the Rönesans Rezidans. All the defendants pleaded not guilty. The luxury apartment collapsed, killing at least 269 and leaving 46 missing, believed to have also died. Four of the accused were held in detention while another was reportedly on the run. At the Hatay Third High Criminal Court, they were charged with ""causing the death and injury of more than one person with conscious negligence."" The eight individuals face up to 22 years in jail if convicted. The director for Human Rights Watch in Turkey voiced concerns that many public officials have not gone for trial, while only individuals from private sector has. Public servants also has a role in the construction of inadequate buildings such as issuing permits and consenting to building plans. No public servant has gone to trial as of 19 April 2024.","[ 0.00024679 -0.01141459 -0.00438996 ...  0.0062616   0.00222749
 -0.02396517]",0.20336514848081388
125,"All 39 members of the Northern Cypriot Türk Maarif Koleji's high school volleyball team including players, teachers, parents and a trainer died in the collapse of a hotel in Adıyaman.","[-0.0092808  -0.00708202 -0.00701639 ... -0.00524096  0.00942519
 -0.01434782]",0.2033817272991295
146,"The collapse of many newly constructed buildings caused public anger and doubts about the Turkish construction and contracting industry following seismic codes. After the 1999 İzmit earthquake, new building codes were enacted to make buildings more resilient to earthquakes. The quality of the concrete is often a factor in collapse, especially in older buildings, but the engineering and design of newer high rise buildings, and improper placement of support columns and beams, may contribute to collapse. The building codes, last updated in 2018, required quality standards in engineering design, construction and material. There were complaints that the building codes were poorly enforced.","[ 0.00087685 -0.00560719 -0.01336765 ... -0.00461749 -0.0124047
 -0.04547274]",0.203878139121755
130,"The United Nations Office for the Coordination of Humanitarian Affairs said damaged roads and logistical issues prevented the mobilization of international aid across the border from Turkey. Border crossings into Turkey remained closed on 7 February. Critically injured patients were unable to enter Turkey for medical attention. There were exceptions as to which persons could cross, including individuals holding touristic residence permits who could only cross by foot. The Bab al-Hawa Border Crossing was made accessible on 8 February, according to the UN.","[-0.01281    -0.00214722 -0.00027653 ... -0.00741526  0.02598009
 -0.00067559]",0.20425182187587054
136,"International humanitarian assistance began entering northwestern Syria on 9 February via Turkey through the Bab al-Hawa Border Crossing. The first convoy of six trucks carried tents and sanitary items. Turkey said it was working to open two additional border crossings. On 10 February, 14 trucks carrying aid crossed from Turkey into Syria, according to the United Nations. The United States Central Command announced it would cooperate with Syrian Democratic Forces to assist the affected population in Syria. On 11 February, World Health Organization director-general Tedros Adhanom Ghebreyesus visited Aleppo, accompanying a shipment of emergency medical supplies. On 12 February, all schools across Syria, except for those in the affected areas, were resumed since the earthquakes struck. Schools in Aleppo, Lattakia, Hama and Idleb remained closed. On 14 February, the Syrian government agreed to open the border crossings at Bab al-Salameh and Al-Rai for three months.","[-0.00968269 -0.00384313 -0.02210715 ... -0.00436553  0.01690312
 -0.00184836]",0.2042736083052743
162,"The Committee to Protect Journalists (CPJ) published an article on 14 February covering journalists being detained and harassed for their reporting on the earthquake in Turkey. Some of those detained were being investigated for ""spreading misinformation"" or for """"provoking the people into animosity and hatred"" in connection with their reporting.","[-0.01362327 -0.00611798  0.01252526 ...  0.01474101 -0.00830415
  0.00317734]",0.2042751428572981
121,"At the elections on 14 May, Erdoğan's People's Alliance retained its majority in the Grand National Assembly, while Erdoğan won in the first round of the presidential election, receiving 49.5%, and won 52.2% of the vote in the second round against Kılıçdaroğlu on 28 May. This marked the first time a Turkish presidential election went into a run-off. In both instances, Erdoğan retained the support of a majority of voters in most of the provinces devastated by the earthquake.","[-0.00904107 -0.02295395 -0.00569909 ...  0.01154263  0.00153393
 -0.02019632]",0.20579276726618279
120,"Kemal Kılıçdaroğlu of the CHP opposed its postponement on constitutional grounds. Mustafa Tolga Öztürk, YSK member of the İYİ party stated that YSK does not have any power to postpone an election and only parliament has the right to do so, adding that Turkey had no more time to lose with the AKP. Selahattin Demirtaş of the Peoples Democratic Party (HDP) has described the postponement as a political coup. The declaration of state of emergency in the affected regions was also interpreted as a possible measure to postpone elections. Nevertheless, the earthquake led to the opposition Nation Alliance postponing its 13 February meeting for the selection of its consensus presidential candidate to 6 March, which was eventually assumed by Kılıçdaroğlu.","[-0.00808015 -0.02410668 -0.00495645 ...  0.00987946 -0.00413038
 -0.02996613]",0.20843526382790878
148,"In Adıyaman, the minister of transport and infrastructure, Adil Karaismailoğlu, and governor, Mahmut Çuhadar, were met with protests by locals. The state car of the governor was also kicked by protesters. Turkish engineers previously warned that cities could become 'graveyards' with building amnesty. Critics of President Erdoğan said contractors of housing projects were allowed to skip vital safety mandates which put residents at risk. Videos from several years ago showed Erdoğan applauding housing projects which eventually collapsed. During a campaign stop in anticipation of the March 2019 local elections, he listed, among his government's top attainment, new housing in Kahramanmaras. Erdoğan said ""We solved the problem of 144,156 citizens of Maras with zoning amnesty,"" In another video, he said ""We have solved the problems of 205,000 citizens of Hatay with zoning peace,""","[ 0.01436367 -0.0261282  -0.01111475 ... -0.01194921 -0.00117218
 -0.00792054]",0.2088723840516361
98,"An ""air aid corridor"" was established by the Turkish Armed Forces to mobilize search and rescue teams. Many military aircraft including an Airbus A400M and C-130 Hercules planes transported search and rescue teams and vehicles to the area. Food, blankets and psychological teams were also sent. Turkey sent an official request to NATO and allies for assistance.","[-0.00595377 -0.02484307 -0.01080706 ...  0.01663234 -0.00941664
 -0.00937711]",0.20971450527200663
